CustomerID,F1.Age,F2.Region,F3.Occupation,Q1.HaveEverUsed,Q2.FormerCustomerDollar,Q3.Well-known,Q4.ServiceType,Q5.CustomerDollar
7593,43,47,A,2,0,2,C,980762
7594,45,34,E,1,92641,2,E,892534
7595,26,24,A,2,0,2,A,819094
7596,29,37,E,1,60084,2,D,182677
7597,39,28,A,2,0,1,D,301880
7598,28,25,C,1,64299,1,D,442725
7599,60,22,B,2,0,1,A,251728
7600,59,41,E,1,80126,1,D,292858
7601,29,16,D,2,0,1,E,885325
7602,21,10,D,2,0,2,B,977315
7603,34,16,E,2,0,1,A,515795
7604,48,23,E,2,0,1,E,298110
7605,43,39,D,1,44123,1,A,434329
7606,28,21,B,1,26765,2,E,808984
7607,64,22,B,1,28500,1,D,529874
7608,31,8,A,2,0,2,C,747157
7609,27,6,B,1,26516,1,C,424399
7610,42,19,A,1,38690,2,C,786889
7611,67,19,A,2,0,1,E,583125
7612,41,14,D,1,83123,1,E,758362
7613,51,12,A,1,11104,2,E,826750
7614,63,5,B,1,64072,1,A,709109
7615,55,18,A,2,0,2,C,345592
7616,55,12,B,1,38028,2,E,504896
7617,52,26,C,1,4155,1,D,393727
7618,34,2,C,2,0,1,F,0
7619,33,46,D,2,0,1,F,0
7620,52,31,D,2,0,1,C,939557
7621,47,5,C,2,0,1,F,0
7622,67,46,B,2,0,1,E,698338
7623,63,30,A,1,13641,2,D,281288
7624,44,45,A,1,40874,1,C,655925
7625,68,45,D,1,72466,2,D,730425
7626,43,3,A,2,0,2,B,590039
7627,57,45,E,2,0,2,A,594399
7628,58,28,B,1,65222,1,A,558245
7629,49,6,E,2,0,1,F,0
7630,24,37,A,1,62053,2,A,206353
7631,63,33,A,1,77907,2,C,137566
7632,29,35,D,1,80918,2,C,186018
7633,35,22,E,1,29840,1,E,428053
7634,34,1,C,2,0,1,D,64834
7635,47,30,A,1,80998,1,D,717654
7636,28,25,A,2,0,2,F,0
7637,39,44,C,2,0,1,B,442122
7638,21,2,B,1,51518,2,E,789877
7639,24,30,E,1,93909,2,B,818623
7640,38,44,A,1,35623,2,C,425347
7641,64,23,B,1,44140,2,A,255934
7642,41,12,E,2,0,1,F,0
7643,33,32,A,1,62384,1,A,79495
7644,28,40,D,1,65894,1,E,869652
7645,53,46,E,1,29026,1,C,439222
7646,41,28,B,1,47179,1,D,314418
7647,62,46,D,2,0,1,C,210390
7648,31,18,A,2,0,2,F,0
7649,23,21,C,1,30133,2,C,362270
7650,28,35,A,2,0,2,A,794541
7651,25,9,D,1,90166,2,A,591694
7652,26,36,C,2,0,2,D,785370
7653,34,41,D,1,58265,1,C,824952
7654,40,35,A,2,0,2,F,0
7655,21,11,B,2,0,1,E,924268
7656,63,26,C,2,0,2,A,711640
7657,36,2,A,2,0,1,F,0
7658,55,13,A,1,17622,1,D,280139
7659,69,20,B,1,15876,1,E,966488
7660,31,6,D,1,20514,1,E,636661
7661,68,39,A,2,0,2,A,189618
7662,65,38,C,1,93482,2,B,97519
7663,55,8,C,1,6399,1,C,904887
7664,48,27,E,2,0,1,E,611831
7665,43,41,A,2,0,2,A,845169
7666,67,1,B,2,0,2,B,823248
7667,42,12,E,1,3944,2,D,734503
7668,65,40,C,1,86728,1,D,795926
7669,62,32,C,2,0,2,B,504951
7670,59,5,D,1,91874,2,C,70908
7671,59,24,C,2,0,1,D,385615
7672,27,41,E,2,0,2,A,399142
7673,42,37,B,1,75192,2,E,319023
7674,37,47,B,2,0,2,A,306543
7675,60,21,A,1,6703,2,D,247530
7676,66,43,D,1,723,2,E,652806
7677,68,20,B,2,0,2,D,675678
7678,31,40,A,2,0,1,B,917822
7679,57,30,C,1,52321,2,D,269568
7680,30,22,B,2,0,2,F,0
7681,44,17,D,2,0,1,B,407990
7682,55,30,A,2,0,2,C,422561
7683,39,12,A,2,0,1,F,0
7684,54,6,E,2,0,2,D,605473
7685,34,42,E,2,0,2,A,777088
7686,46,19,A,1,4367,1,A,301514
7687,69,14,C,2,0,1,F,0
7688,68,24,A,2,0,1,B,807559
7689,40,20,A,1,54407,1,B,192646
7690,24,13,B,1,30181,1,A,230251
7691,20,17,A,2,0,2,B,34636
7692,29,47,C,1,83019,1,B,739369
7693,66,9,B,2,0,2,B,871878
7694,51,34,A,1,26748,2,E,457359
7695,70,28,A,2,0,2,E,447731
7696,30,22,C,2,0,2,D,177241
7697,32,47,A,1,72845,2,E,243616
7698,40,14,B,1,74133,1,D,221238
7699,70,15,E,2,0,2,E,656868
7700,49,30,B,1,51924,2,D,864892
7701,38,22,A,1,45003,2,D,249392
7702,28,38,A,2,0,2,B,996573
7703,59,46,D,2,0,1,D,434055
7704,41,6,A,1,97167,1,D,938842
7705,33,5,D,1,92845,1,B,341566
7706,69,8,B,2,0,1,C,725133
7707,34,30,B,1,45595,2,B,903207
7708,59,47,E,1,51533,2,A,765805
7709,61,4,C,1,84607,2,E,402955
7710,43,21,C,2,0,2,F,0
7711,57,38,A,2,0,1,D,290944
7712,39,6,A,2,0,2,A,699715
7713,25,39,C,1,78224,2,A,845453
7714,69,32,C,2,0,2,D,183511
7715,55,20,D,2,0,2,E,828937
7716,29,35,E,1,16290,1,A,31630
7717,51,11,C,1,60411,2,D,809759
7718,36,22,C,1,36294,1,E,322030
7719,62,45,C,2,0,2,B,191612
7720,36,32,D,1,66309,1,B,61853
7721,31,38,C,2,0,1,A,285819
7722,66,42,E,2,0,1,D,75296
7723,54,23,B,1,52934,2,B,857885
7724,33,18,A,1,50688,2,A,281377
7725,36,23,B,2,0,1,C,292386
7726,36,38,B,1,86663,2,C,623824
7727,36,19,C,2,0,1,B,990051
7728,38,17,E,2,0,2,F,0
7729,49,32,B,1,24475,2,C,680348
7730,37,23,C,1,45208,1,E,317851
7731,56,11,E,2,0,2,D,280106
7732,61,2,A,2,0,1,F,0
7733,50,5,E,2,0,1,C,71663
7734,63,15,B,2,0,2,D,82540
7735,69,20,C,1,39190,1,D,496205
7736,28,40,E,2,0,1,E,621338
7737,70,45,A,1,40934,2,A,775191
7738,46,43,D,1,76568,1,D,716886
7739,60,15,E,2,0,1,F,0
7740,48,11,C,1,26289,2,D,982158
7741,57,3,B,1,73706,2,D,590282
7742,57,21,E,1,64203,1,D,523992
7743,61,21,A,1,96043,2,D,855899
7744,70,22,A,1,50263,1,C,419759
7745,28,22,C,2,0,2,C,403253
7746,62,29,C,2,0,1,D,34015
7747,37,38,A,1,50418,1,B,439651
7748,65,29,B,2,0,2,E,804539
7749,52,42,C,1,50593,2,D,678518
7750,26,38,D,2,0,1,B,65948
7751,51,12,D,2,0,1,A,215269
7752,50,33,C,2,0,2,D,162897
7753,37,10,E,1,62226,2,C,850127
7754,55,35,C,2,0,2,D,751432
7755,60,40,D,2,0,2,A,282315
7756,63,36,C,2,0,1,F,0
7757,48,1,E,2,0,1,A,640227
7758,25,13,E,2,0,1,B,934571
7759,49,43,B,1,37585,2,D,920249
7760,35,46,C,2,0,2,E,846199
7761,65,7,C,2,0,1,A,765520
7762,65,41,B,2,0,2,C,988476
7763,20,7,C,2,0,1,A,452039
7764,47,10,B,2,0,2,D,474061
7765,50,34,B,1,2598,2,D,637624
7766,38,47,C,2,0,1,A,374989
7767,34,27,C,2,0,1,B,271519
7768,69,43,C,1,57900,2,A,726927
7769,59,19,B,1,53976,2,C,733476
7770,48,5,C,2,0,1,B,352259
7771,44,24,B,2,0,2,D,806589
7772,35,3,B,2,0,1,A,253917
7773,49,9,D,1,97558,1,D,975331
7774,60,44,E,1,87426,2,E,266223
7775,52,44,B,2,0,1,C,302295
7776,43,3,E,1,8909,1,C,194000
7777,32,16,A,2,0,2,F,0
7778,53,42,C,2,0,1,D,391235
7779,68,31,C,2,0,2,F,0
7780,23,11,C,2,0,2,D,887562
7781,20,42,B,2,0,2,B,716611
7782,26,4,C,1,73833,1,B,810342
7783,70,29,B,2,0,1,C,87999
7784,66,6,A,1,76558,2,D,979960
7785,49,6,A,2,0,2,B,545479
7786,30,21,B,1,45641,2,E,535023
7787,39,45,A,2,0,2,E,515803
7788,57,20,D,1,15539,1,E,798084
7789,58,14,E,1,72529,1,B,69884
7790,39,11,A,1,32279,2,C,285990
7791,55,9,C,2,0,1,A,258809
7792,35,31,E,2,0,2,E,599168
7793,66,7,D,1,77024,2,D,199301
7794,51,6,A,1,33478,2,B,655746
7795,60,32,A,1,89100,1,C,797617
7796,41,9,E,1,50609,2,B,914146
7797,58,35,B,2,0,1,F,0
7798,38,42,B,1,28094,1,D,864060
7799,43,32,B,2,0,1,C,457847
7800,47,34,C,2,0,1,D,963012
7801,59,32,E,2,0,1,A,926256
7802,40,37,D,1,51221,1,E,376894
7803,37,10,A,1,59174,1,C,948923
7804,20,43,B,1,86437,1,D,970327
7805,52,1,C,1,97915,2,E,103350
7806,66,6,E,1,85919,1,E,142795
7807,64,4,D,1,38150,1,A,105223
7808,36,4,C,1,3354,2,D,961985
7809,52,2,D,2,0,1,C,594460
7810,30,25,B,2,0,2,B,643732
7811,42,6,B,1,74696,2,B,757164
7812,54,19,E,2,0,2,C,200192
7813,46,32,D,2,0,1,F,0
7814,23,11,D,1,25043,2,B,53060
7815,59,27,A,1,32324,2,B,648571
7816,42,16,D,1,8938,2,A,374343
7817,29,42,E,2,0,1,B,521667
7818,41,13,E,2,0,2,B,196041
7819,64,27,C,1,85623,2,C,296765
7820,25,22,A,1,71964,1,C,172509
7821,59,40,D,2,0,2,D,424431
7822,32,6,A,2,0,2,E,699527
7823,26,30,C,2,0,1,D,656234
7824,57,37,A,2,0,1,F,0
7825,41,43,B,2,0,2,A,795240
7826,28,20,A,2,0,2,E,903766
7827,27,42,C,2,0,1,E,518201
7828,62,21,D,1,35092,2,B,798762
7829,38,6,D,1,48703,2,A,791034
7830,70,17,C,2,0,1,C,752361
7831,39,4,C,1,97541,1,E,530140
7832,64,37,A,2,0,1,C,375371
7833,70,9,D,1,65385,1,E,311751
7834,38,41,A,2,0,1,B,996532
7835,70,1,B,2,0,2,C,728084
7836,64,38,D,2,0,1,E,496775
7837,52,23,C,2,0,2,C,837302
7838,50,17,B,1,76897,1,C,444360
7839,64,45,C,1,31585,1,D,754114
7840,58,6,B,2,0,1,B,422349
7841,42,40,E,1,5537,1,E,991093
7842,21,16,A,2,0,1,C,353302
7843,23,19,E,2,0,1,B,619608
7844,23,17,D,2,0,1,C,549653
7845,49,40,A,1,28746,2,B,798382
7846,34,44,E,1,1264,1,C,588572
7847,49,34,D,2,0,1,E,28939
7848,23,23,E,2,0,1,D,76974
7849,63,3,E,1,14011,2,C,734002
7850,27,17,C,2,0,1,B,444168
7851,37,27,C,2,0,1,F,0
7852,34,11,D,1,10970,1,C,757080
7853,35,12,A,1,36699,1,D,67715
7854,52,47,B,1,60011,1,E,661064
7855,62,36,D,1,9301,2,D,708340
7856,43,41,A,1,30534,1,B,71874
7857,59,30,D,2,0,1,D,350870
7858,30,18,D,2,0,2,D,341026
7859,41,27,E,2,0,2,D,781370
7860,66,43,C,2,0,1,B,76741
7861,25,9,E,1,89713,1,C,225251
7862,57,31,A,1,44096,1,B,709890
7863,34,37,A,2,0,2,A,71279
7864,28,6,A,1,58763,1,B,542961
7865,49,29,D,1,11654,2,D,193012
7866,30,9,B,2,0,1,F,0
7867,58,4,E,2,0,2,C,830766
7868,54,11,B,1,94470,2,C,649524
7869,33,23,A,1,82518,1,E,175072
7870,29,45,A,2,0,1,B,118119
7871,41,25,E,1,82978,2,A,92221
7872,21,12,E,2,0,2,D,25054
7873,39,4,A,1,50543,2,A,900334
7874,47,16,B,1,97645,1,E,260705
7875,64,32,E,2,0,2,A,783969
7876,25,29,D,1,75315,2,A,304930
7877,46,38,E,1,73550,1,B,845312
7878,40,16,D,1,55547,1,A,190937
7879,54,16,B,2,0,2,F,0
7880,60,5,E,1,63184,2,D,756250
7881,38,7,C,1,65679,2,D,201216
7882,41,22,C,1,56434,2,A,255634
7883,35,25,B,2,0,2,D,560042
7884,26,40,A,1,52183,1,B,624798
7885,61,26,E,1,70064,2,A,988520
7886,45,46,A,1,81843,1,B,23243
7887,24,35,E,2,0,1,A,397523
7888,62,41,E,1,51176,1,E,984712
7889,48,37,C,1,51764,1,D,888179
7890,60,6,B,2,0,1,C,675149
7891,26,18,D,2,0,1,E,488178
7892,20,10,B,2,0,1,A,222080
7893,34,38,D,2,0,2,A,358431
7894,58,22,D,1,86728,1,D,655677
7895,57,36,A,1,16122,2,A,381530
7896,70,10,D,2,0,1,C,372200
7897,64,8,E,1,88593,1,C,871683
7898,53,23,E,1,33009,2,E,812456
7899,27,40,C,1,44337,2,C,566294
7900,31,43,D,1,40433,1,B,654012
7901,63,40,E,2,0,2,F,0
7902,52,23,B,1,48753,1,D,74381
7903,64,11,A,2,0,1,F,0
7904,31,34,C,2,0,1,E,67055
7905,20,37,B,1,23054,2,E,842594
7906,28,47,B,2,0,2,E,930518
7907,62,22,D,2,0,1,D,981422
7908,51,17,E,2,0,2,A,450552
7909,66,3,B,1,8998,1,C,668915
7910,66,41,B,1,89049,1,A,912309
7911,59,14,C,2,0,2,C,353907
7912,35,21,E,1,9160,1,A,694065
7913,29,35,D,2,0,1,F,0
7914,43,46,B,2,0,2,E,925492
7915,33,20,A,1,30426,2,B,226396
7916,31,18,C,2,0,2,D,147778
7917,40,41,A,1,99308,2,B,363170
7918,23,26,E,2,0,2,F,0
7919,43,33,E,1,71010,2,A,24665
7920,23,25,C,1,82239,2,A,912212
7921,42,25,B,2,0,2,C,455254
7922,22,36,A,1,67160,1,E,321136
7923,46,33,C,2,0,2,B,849921
7924,53,3,C,1,68506,1,B,656277
7925,24,8,C,1,44499,2,E,891634
7926,29,1,A,2,0,2,A,63918
7927,41,3,C,2,0,1,B,166170
7928,53,21,C,1,92334,2,D,815199
7929,59,28,A,2,0,2,A,38190
7930,32,11,D,2,0,2,C,422755
7931,28,19,B,2,0,2,F,0
7932,64,3,B,2,0,2,F,0
7933,68,46,C,1,47038,2,A,611948
7934,41,47,C,2,0,2,B,330008
7935,54,6,B,1,93539,1,A,829631
7936,44,45,C,1,68811,1,B,826600
7937,55,22,E,1,31510,1,E,179881
7938,22,37,D,1,75058,1,C,593881
7939,44,23,D,1,34669,2,D,735117
7940,37,7,E,1,31802,2,C,952404
7941,38,37,E,2,0,1,E,490802
7942,34,16,D,2,0,2,A,959896
7943,20,34,C,1,54551,2,D,672930
7944,40,33,B,2,0,2,D,806937
7945,68,38,A,2,0,2,E,276658
7946,70,10,A,2,0,1,C,41103
7947,25,7,D,1,87652,1,B,583120
7948,49,9,E,1,36158,2,B,353126
7949,59,8,C,1,61019,1,E,411924
7950,56,37,A,1,13613,2,B,199761
7951,37,29,D,2,0,2,F,0
7952,27,14,C,2,0,2,E,716157
7953,20,40,C,2,0,2,F,0
7954,45,41,B,2,0,2,D,639551
7955,63,18,C,2,0,1,C,693628
7956,66,16,B,1,69136,2,E,653058
7957,43,15,A,2,0,2,A,528432
7958,33,27,E,2,0,2,B,212855
7959,55,17,C,2,0,2,B,918410
7960,65,40,A,2,0,1,A,65678
7961,28,1,D,1,19753,2,B,641254
7962,57,33,B,1,3656,1,E,137908
7963,34,21,E,1,95148,1,D,483907
7964,67,21,E,1,6459,1,A,374818
7965,46,37,D,2,0,1,E,65109
7966,20,27,A,1,69487,1,A,96962
7967,22,29,B,1,76700,1,D,197428
7968,59,17,A,2,0,1,A,564522
7969,39,25,A,1,16035,2,C,947140
7970,62,31,A,1,34409,2,A,449601
7971,37,40,A,2,0,2,E,153250
7972,37,20,A,1,25573,2,A,744683
7973,23,44,A,1,64984,2,B,617617
7974,33,36,C,1,18572,2,D,190119
7975,38,9,B,2,0,1,F,0
7976,29,17,A,1,28268,2,C,118846
7977,52,12,D,2,0,1,C,664519
7978,44,44,B,2,0,1,C,706766
7979,62,3,C,1,56099,1,D,584965
7980,68,25,D,1,60497,1,B,283029
7981,37,44,C,1,29991,1,E,548206
7982,43,17,D,1,92009,2,E,754718
7983,53,7,C,2,0,1,C,697827
7984,34,38,C,1,37676,1,C,976963
7985,57,12,A,2,0,2,B,947059
7986,40,7,A,1,82068,2,D,494550
7987,29,15,B,2,0,2,F,0
7988,38,46,A,2,0,1,A,964347
7989,35,19,B,1,85180,1,E,879545
7990,63,21,E,2,0,1,E,606964
7991,21,26,A,1,93378,1,A,27675
7992,64,17,E,1,98088,2,B,378511
7993,33,17,C,1,14809,2,C,807775
7994,38,25,E,1,1253,1,D,357437
7995,40,44,E,2,0,2,C,631398
7996,38,43,E,2,0,2,E,353297
7997,37,34,A,2,0,1,E,186344
7998,35,15,D,1,52945,2,A,738217
7999,49,32,A,1,32042,2,E,879747
8000,56,16,A,2,0,2,D,972027
8001,59,38,B,2,0,2,A,742865
8002,36,9,B,2,0,1,D,366542
8003,41,13,C,1,40286,1,C,710466
8004,21,26,B,1,21688,2,D,824715
8005,53,25,D,1,72059,2,E,773402
8006,40,18,B,2,0,1,E,938721
8007,29,5,B,1,58280,2,A,588334
8008,43,13,C,2,0,2,A,447128
8009,45,14,C,2,0,2,F,0
8010,52,10,B,1,69170,1,A,336111
8011,20,22,D,1,38461,2,B,417445
8012,57,44,C,1,8880,2,A,808837
8013,27,35,E,2,0,2,E,531876
8014,59,36,D,2,0,2,A,886452
8015,20,46,B,2,0,1,F,0
8016,26,15,D,1,49399,2,A,521795
8017,38,29,B,2,0,1,B,909408
8018,39,45,B,2,0,1,A,122920
8019,57,18,B,1,35155,1,C,855884
8020,36,23,C,2,0,1,E,598985
8021,44,25,C,2,0,1,C,101770
8022,57,46,A,2,0,1,D,249605
8023,65,4,C,1,26139,2,E,343698
8024,70,42,E,1,14336,2,E,725877
8025,66,12,A,1,24715,2,B,328508
8026,43,42,B,1,10565,2,D,511154
8027,62,8,D,2,0,1,F,0
8028,37,3,A,1,81504,2,C,100865
8029,46,11,D,1,48124,2,E,207069
8030,60,20,D,1,65101,2,C,765870
8031,35,31,B,2,0,1,C,847697
8032,45,1,A,2,0,1,C,709129
8033,43,41,A,1,41979,1,B,355367
8034,50,13,D,2,0,1,A,855954
8035,25,35,E,1,79814,2,C,935603
8036,34,22,C,1,16390,2,D,627128
8037,33,1,A,2,0,1,E,770557
8038,28,25,E,2,0,2,D,27134
8039,64,21,C,1,65664,2,C,645459
8040,62,21,E,1,81362,2,D,837498
8041,62,19,B,2,0,2,E,171245
8042,66,42,D,1,84901,2,E,708758
8043,65,40,D,2,0,1,D,911838
8044,20,22,E,2,0,2,C,227538
8045,56,29,C,1,17759,1,A,673692
8046,45,31,A,2,0,2,F,0
8047,30,3,D,1,94185,2,A,393913
8048,67,6,E,2,0,2,B,238380
8049,34,23,D,2,0,1,C,631306
8050,34,11,C,2,0,2,D,823755
8051,70,43,A,1,93313,1,D,867569
8052,47,30,D,1,29754,1,A,915414
8053,38,41,C,1,59257,2,D,190244
8054,59,22,D,1,24764,1,E,48362
8055,69,28,C,1,85339,2,A,672858
8056,27,34,B,2,0,2,E,143860
8057,20,41,B,2,0,1,D,678521
8058,59,36,E,1,95161,2,E,877152
8059,48,27,D,1,81705,1,A,708665
8060,32,10,A,2,0,1,A,803742
8061,34,6,A,1,83646,2,B,583778
8062,21,27,C,1,77789,1,B,180116
8063,49,9,D,2,0,2,D,463749
8064,50,14,B,2,0,2,A,600900
8065,40,31,E,1,77001,2,D,794581
8066,66,35,A,2,0,1,E,235757
8067,60,30,A,1,38911,2,E,463511
8068,57,7,C,1,3858,1,B,58269
8069,62,40,A,1,38437,2,D,580040
8070,32,31,D,2,0,2,D,193718
8071,69,5,B,1,6851,1,C,276146
8072,41,26,B,1,87606,1,A,352028
8073,58,19,D,2,0,2,B,157088
8074,25,34,A,2,0,1,E,445645
8075,49,33,B,2,0,1,C,734474
8076,23,31,B,1,7690,2,D,140791
8077,67,10,B,1,5575,1,E,532880
8078,46,11,C,1,55298,1,D,674893
8079,68,9,A,1,55035,1,A,320536
8080,37,9,A,1,85602,2,E,927436
8081,32,38,D,2,0,1,E,857424
8082,20,25,B,1,66558,1,D,448419
8083,63,26,C,2,0,2,E,439041
8084,27,40,D,1,76096,1,C,503639
8085,64,35,E,2,0,1,D,963846
8086,69,1,C,1,94479,1,E,831811
8087,48,41,D,1,45209,1,E,407016
8088,63,15,A,1,16855,2,A,746243
8089,29,27,E,1,80027,1,E,71993
8090,49,38,E,1,89345,1,A,88797
8091,66,26,B,1,27823,2,B,523382
8092,27,37,B,2,0,1,B,309059
8093,37,46,D,1,41422,2,D,839566
8094,69,42,B,2,0,2,C,87189
8095,39,27,E,1,65207,2,C,823812
8096,35,2,E,1,16706,1,C,387964
8097,34,33,C,2,0,1,E,446610
8098,32,36,D,2,0,1,E,394467
8099,47,5,C,1,25084,1,B,889970
8100,60,25,B,1,14730,1,D,476757
8101,53,30,A,1,91240,2,D,787062
8102,38,7,D,1,39978,1,C,397509
8103,36,20,D,1,95503,1,D,820424
8104,38,36,D,2,0,2,E,597703
8105,46,2,D,1,29855,2,B,953096
8106,41,42,E,1,18990,2,B,413006
8107,54,45,E,2,0,2,D,288037
8108,61,11,A,2,0,2,C,393460
8109,47,3,B,1,78309,1,E,925207
8110,59,24,A,1,19028,2,E,87296
8111,33,29,C,2,0,2,F,0
8112,25,3,E,2,0,1,E,898007
8113,32,1,E,2,0,2,F,0
8114,64,39,E,1,77673,2,D,142685
8115,62,6,B,2,0,1,B,874194
8116,45,39,D,1,48035,2,E,233540
8117,36,3,E,2,0,2,D,376755
8118,66,18,A,1,85752,1,D,192305
8119,30,7,E,2,0,1,B,611025
8120,20,35,B,2,0,1,C,933460
8121,21,45,B,2,0,2,A,107781
8122,20,2,E,2,0,2,A,709976
8123,54,45,A,1,17225,1,E,275307
8124,61,30,E,1,45990,2,A,954559
8125,51,6,B,1,56925,1,A,838347
8126,20,47,E,2,0,2,D,709725
8127,38,47,D,2,0,1,D,616957
8128,21,7,C,2,0,2,D,343653
8129,67,40,D,2,0,1,E,351985
8130,49,13,C,1,91287,2,A,718280
8131,34,16,B,2,0,1,C,537826
8132,30,38,A,2,0,2,E,485352
8133,65,25,C,2,0,1,E,655545
8134,37,30,B,1,45359,2,D,279978
8135,55,27,C,1,21239,2,E,517738
8136,20,14,C,2,0,2,D,621162
8137,65,40,B,2,0,2,C,620656
8138,68,8,E,2,0,2,D,868307
8139,64,5,A,2,0,2,D,780367
8140,30,23,E,2,0,1,F,0
8141,70,46,B,2,0,1,E,448572
8142,25,37,E,2,0,1,B,642274
8143,28,5,B,2,0,2,B,559276
8144,50,33,E,2,0,2,A,236441
8145,61,16,A,1,50463,2,D,435615
8146,24,46,C,2,0,2,B,223036
8147,36,7,E,1,1491,1,E,333773
8148,45,32,A,1,47939,1,D,379292
8149,46,25,B,2,0,1,E,705907
8150,44,24,D,1,72931,1,C,845441
8151,45,33,C,1,23494,1,D,373629
8152,36,10,E,2,0,2,D,593420
8153,69,42,B,1,25029,2,B,73082
8154,48,17,B,2,0,1,A,633699
8155,66,7,E,2,0,2,D,641481
8156,35,29,A,2,0,2,C,777015
8157,50,27,B,2,0,2,A,976455
8158,27,1,B,2,0,2,B,342279
8159,33,12,A,1,5808,1,A,594646
8160,65,17,D,1,79515,1,E,720650
8161,28,14,E,1,4597,1,C,636151
8162,52,43,D,2,0,2,F,0
8163,64,45,A,1,94855,1,E,896806
8164,64,33,A,1,10582,1,B,201305
8165,60,19,D,1,11611,2,C,539020
8166,27,5,D,1,26824,1,B,909144
8167,41,19,C,1,84500,1,D,616058
8168,49,2,D,2,0,2,C,665490
8169,24,42,A,1,48902,2,C,89268
8170,54,22,B,2,0,1,D,476061
8171,25,23,E,2,0,1,B,768362
8172,69,10,D,2,0,2,F,0
8173,67,27,E,1,75436,1,E,481911
8174,60,41,D,2,0,1,F,0
8175,50,44,D,1,9572,1,C,760305
8176,32,11,B,2,0,2,B,525059
8177,64,47,E,1,41685,1,E,339810
8178,59,46,D,1,90247,1,A,424603
8179,56,41,B,1,13372,1,B,356079
8180,26,9,B,2,0,1,D,828544
8181,70,44,A,1,58826,1,B,260739
8182,25,41,C,2,0,2,F,0
8183,56,45,C,2,0,1,A,146676
8184,39,31,B,2,0,1,E,215948
8185,69,47,B,2,0,1,C,466788
8186,28,41,A,2,0,2,C,19664
8187,67,21,C,2,0,2,E,750996
8188,32,39,E,1,62170,1,E,761596
8189,57,42,B,2,0,2,D,874980
8190,30,14,B,1,32286,2,C,83648
8191,51,44,C,1,85899,2,B,687766
8192,52,41,B,2,0,1,F,0
8193,52,42,A,1,32923,2,D,141420
8194,57,3,C,2,0,2,C,563437
8195,24,29,B,1,10428,2,C,431198
8196,32,31,D,1,8984,2,E,917175
8197,53,9,C,1,52856,1,E,935453
8198,68,24,D,1,33850,1,E,328148
8199,35,46,D,1,51232,1,B,631750
8200,52,14,E,1,5626,2,C,669527
8201,38,16,C,1,9155,2,E,706692
8202,25,47,B,1,38193,1,B,904417
8203,66,41,A,2,0,2,F,0
8204,21,19,B,2,0,2,D,330312
8205,68,12,A,1,66236,1,D,375950
8206,34,11,D,1,42553,2,B,985657
8207,20,34,A,1,39674,1,A,277275
8208,46,15,E,1,97636,2,E,366242
8209,45,34,D,1,15780,1,B,234241
8210,25,25,A,1,7381,1,B,885160
8211,50,31,A,2,0,1,D,385695
8212,45,10,C,2,0,2,D,77571
8213,20,30,A,2,0,2,D,538305
8214,68,2,E,2,0,2,F,0
8215,60,42,C,2,0,2,B,517705
8216,23,44,B,1,21755,1,D,247080
8217,24,5,C,1,31819,1,E,169831
8218,41,1,A,1,31182,2,B,979103
8219,54,35,D,2,0,2,C,791892
8220,65,4,D,2,0,2,D,131508
8221,37,18,A,1,76379,2,D,977848
8222,31,25,C,1,36728,2,B,856841
8223,33,29,C,2,0,2,F,0
8224,22,5,B,2,0,2,E,258102
8225,70,35,D,1,33519,2,A,478334
8226,61,44,A,1,48970,1,D,813009
8227,42,24,A,1,88688,2,A,411471
8228,63,31,B,1,5323,1,B,543768
8229,41,47,B,2,0,2,D,450701
8230,68,5,B,1,91449,2,B,117111
8231,69,20,A,2,0,1,E,430783
8232,21,43,E,1,91351,2,B,692224
8233,24,15,B,1,92128,1,D,417266
8234,60,43,B,1,6048,2,E,893056
8235,25,20,D,2,0,2,B,646783
8236,48,6,E,1,52954,1,B,922770
8237,54,14,B,2,0,2,D,395155
8238,56,37,E,1,91041,2,E,781738
8239,38,42,C,1,79174,2,E,509689
8240,59,12,A,1,5650,1,E,990013
8241,24,29,D,2,0,2,D,172452
8242,50,25,C,1,38800,2,D,452201
8243,21,22,C,2,0,2,B,487374
8244,44,4,E,1,20208,1,A,951047
8245,58,29,E,1,89071,2,C,729530
8246,26,41,B,1,27842,2,C,984340
8247,23,13,E,1,49572,1,C,683750
8248,26,36,B,2,0,2,F,0
8249,69,20,A,2,0,1,F,0
8250,35,7,C,2,0,2,A,709224
8251,41,30,E,1,95046,1,D,668040
8252,25,26,D,1,75878,1,B,101633
8253,62,44,D,2,0,2,B,661080
8254,64,43,A,1,78483,1,A,792374
8255,32,14,A,2,0,2,E,132237
8256,64,26,C,1,47282,2,A,242762
8257,58,39,E,1,77219,1,B,797138
8258,38,10,B,2,0,1,F,0
8259,57,27,C,2,0,1,A,395954
8260,29,19,B,2,0,1,A,413524
8261,58,39,E,1,83065,2,B,381881
8262,55,39,E,2,0,1,A,829560
8263,45,29,E,1,56809,1,C,118207
8264,63,36,E,2,0,2,B,654631
8265,59,29,C,1,94612,1,C,793248
8266,52,37,B,1,86369,2,E,715999
8267,43,44,B,2,0,2,A,417558
8268,67,16,D,1,21958,1,D,567447
8269,52,8,A,2,0,1,D,609269
8270,54,15,B,2,0,1,F,0
8271,40,12,E,1,55276,2,A,779901
8272,40,43,E,2,0,1,E,738076
8273,61,45,C,2,0,1,B,790211
